,Unnamed: 0,cohort,DPH,seq,video_name,fps,num_frames_sampled,last_frame_sampled,duration.sampled,num_frames_with_detections,total_clips,removed_preds,start_frame,rotifers,artemia,temp,oxygen,PH,our.temp,mean_current,std_current,rms_current,pull,crazy,fast_start,rotate,breathe,swim,other,strike,spit_i.o,no_fish,tot_preds_in_sampled_time,tot_labeled,proportion_no_fish,min_labeled,frame_span_labeled,manually_annotated,mean_detections_per_frame_20,std_detections_per_frame_20,max_detections_per_frame_20,last_frame_labeled,age_group,frame_size,manual_strikes,manual_strikes_detected_kinetics,manual_strikes_detected_ssv,manual_strikes_detected,new_strikes_kinetics_only,new_strikes_ssv_only,new_strikes_both,new_strikes_detected,unique_strikes,tot_labeled_both,tank,full_duration_min,stat_strikes,sr,full_duration_frame
108,116,F02,30,Seq2,Seq2_30DPH_F02,749,3746,224740,,1250,1754,119,0,0.0,110.6,22.0,75.0,8.09267653276279,,,,,8,2,1,0,0,5,10,0,0,0,1635,15,0.0,5.00178015131286,224780,True,0.4285714286,0.5976143047,2,224780,26-30,400,0,0,0,0,0,0,0,0,0,58,41,5.847329773,0,0,262779
109,117,F02,30,Seq4,Seq4_30DPH_F02,750,3751,225040,,743,824,27,0,0.0,110.6,22.0,75.0,8.09267653276279,,,,,21,2,0,0,0,7,24,0,0,1,797,32,0.03125,5.00177777777778,225080,True,0.1904761905,0.4023739081,1,225080,26-30,400,0,0,0,0,0,0,0,0,0,55,41,5.028333333,0,0,226275
110,118,F03,13,Seq1,Seq1_13DPH_F03,750,3751,225040,,238,242,4,0,270.0,,18.9,88.0,8.13,,,,,0,0,0,0,0,7,0,0,0,0,238,7,0.0,5.00177777777778,225080,True,0.04761904762,0.2182178902,1,225080,08-14,400,0,0,0,0,0,0,0,0,0,12,81,19.13468889,0,0,861061
111,119,F03,18,Seq1,Seq1_18DPH_F03,750,3751,225040,,660,747,22,0,302.0,12.0,20.9,91.4563279858009,8.01,,,,,1,0,0,0,0,0,1,0,0,0,725,1,0.0,5.00177777777778,225080,True,0.2380952381,0.5389584311,2,225080,15-20,400,0,0,0,0,0,0,0,0,0,7,81,20.18624444,0,0,908381
112,120,F03,27,Seq1,Seq1_27DPH_F03,750,3751,225040,,122,124,1,0,,84.0,21.5,100.0,8.03,,,,,0,0,0,0,0,0,0,0,0,0,123,0,,5.00177777777778,225080,True,0.04761904762,0.2182178902,1,225080,26-30,400,0,0,0,0,0,0,0,0,0,2,81,30.08084444,0,0,1353638
113,132,F05,24,Seq2,Seq2_24DPH_F05,406,2031,121840,,1499,3173,227,0,0.0,67.2,21.1,83.0,8.0,,,,,0,0,0,0,0,69,0,0,0,0,2946,69,0.0,5.00328407224959,121880,True,1.333333333,1.197219,4,121880,21-25,400,0,0,0,0,0,0,0,0,0,79,41,28.50845649,0,0,694466
114,133,F05,29,Seq1,Seq1_29DPH_F05,750,3751,225040,,715,2050,276,0,0.0,126.0,22.1,87.0,8.01,,,,,0,0,0,0,0,0,0,0,0,1,1774,1,1.0,5.00177777777778,225080,True,0.2380952381,0.5389584311,2,225080,26-30,400,0,0,0,0,0,0,0,0,0,2,41,10.46535556,0,0,470941
115,134,F05,30,Seq1,Seq1_30DPH_F05,750,3751,225040,,879,1118,72,0,0.0,136.8,23.4,83.0,7.99,,,,,0,0,0,0,0,2,0,0,0,0,1046,2,0.0,5.00177777777778,225080,True,0.1904761905,0.5117663157,2,225080,26-30,400,0,0,0,0,0,0,0,0,0,5,41,30.70784444,0,0,1381853
116,135,F06,12,Seq1,Seq1_12DPH_F06,628,3141,188440,,300,1131,99,0,209.0,0.0,20.2,91.0,8.02,,0.01191313494,0.008023134385,0.01436289446,0,0,0,0,0,0,0,0,0,0,1032,0,,5.00212314225053,188480,True,0.8571428571,2.593949003,10,188480,08-14,400,0,0,0,0,0,0,0,0,0,19,61,30.19495754,0,0,1137746
117,136,F06,13,Seq1,Seq1_13DPH_F06,500,2501,150040,,108,691,17,0,278.0,0.0,20.1,106.0,8.19,,0.02499077809,0.02007551767,0.03205807305,2,0,0,0,0,22,13,0,0,0,293,35,0.0,9.53913333333333,286174,True,0.1666666667,0.3892494721,1,286174,08-14,400,0,0,0,0,0,0,0,0,0,45,61,21.95803333,0,0,658741
118,137,F06,14,Seq1,Seq1_14DPH_F06,500,2501,150040,,238,1520,121,0,276.0,1.0125,20.2,88.0,8.18,,0.01586790912,0.01155719687,0.01963056051,0,0,0,0,0,5,0,0,0,18,1399,23,0.7826086957,5.00266666666667,150080,True,1.952380952,6.003966943,20,150080,08-14,400,0,0,0,0,0,0,0,0,0,29,61,6.858466667,0,0,205754
119,138,F06,14,Seq2,Seq2_14DPH_F06,500,23,1360,,0,0,0,0,276.0,1.0125,20.2,88.0,8.18,,0.01586790912,0.01155719687,0.01963056051,0,0,0,0,0,0,0,0,0,0,0,0,,0.0466666666666666,1400,True,0.0,0.0,0,1400,08-14,400,0,0,0,0,0,0,0,0,0,0,61,0.048266667,0,0,1448
120,139,F06,14,Seq3,Seq3_14DPH_F06,500,2501,150040,,40,41,1,0,276.0,1.0125,20.2,88.0,8.18,,0.01586790912,0.01155719687,0.01963056051,0,0,0,0,0,2,0,0,0,4,40,6,0.6666666667,5.00266666666667,150080,True,0.09523809524,0.3007926038,1,150080,08-14,400,0,0,0,0,0,0,0,0,0,9,61,32.66356667,0,0,979907
121,140,F06,17,Seq1,Seq1_17DPH_F06,500,2501,150040,,550,627,19,0,300.0,8.4,21.1,88.0,8.17,,0.01228893457,0.004551863381,0.01317932359,4,0,0,0,0,17,3,0,1,0,608,21,0.0,5.00266666666667,150080,True,0.1904761905,0.5117663157,2,150080,15-20,400,0,0,0,0,0,0,0,0,0,26,61,30.257,0,0,907710
122,141,F06,18,Seq1,Seq1_18DPH_F06,500,2501,150040,,999,1276,55,0,300.0,2.4,21.6,91.4563279858009,8.1,,0.008964504258,0.006726129003,0.01120726595,1,0,0,0,0,17,1,0,0,0,1221,18,0.0,5.00266666666667,150080,True,0.7619047619,0.7003400535,2,150080,15-20,400,0,0,0,0,0,0,0,0,0,29,61,32.98843333,0,0,989653
123,142,F06,21,Seq1,Seq1_21DPH_F06,500,2501,150040,,1624,2706,155,0,430.0,32.4,21.3,103.0,8.11,,0.01158993465,0.005241815182,0.01272018338,2,0,0,0,0,36,2,0,0,0,2551,38,0.0,5.00266666666667,150080,True,0.9523809524,0.8646496676,3,150080,21-25,400,0,0,0,0,0,0,0,0,0,41,61,18.00463333,0,0,540139
124,143,F06,28,Seq1,Seq1_28DPH_F06,500,2501,150040,,79,82,3,0,0.0,88.2,21.3,108.0,8.01,,0.009683341466,0.004935491824,0.01086858084,0,0,0,0,0,4,2,0,0,0,79,3,0.0,5.00266666666667,150080,True,0.04761904762,0.2182178902,1,150080,26-30,400,0,0,0,0,0,0,0,0,0,3,61,45.0554,0,0,1351662
125,145,F07,8,Seq1,Seq1_08DPH_F07,500,2501,150040,,456,1741,230,0,264.0,0.0,20.3,97.0,8.24,,,,,0,0,0,0,0,15,0,0,0,139,1511,154,0.8967741935,5.00266666666667,150080,False,0.09523809524,0.3007926038,1,150080,08-14,400,0,0,0,0,0,0,0,0,0,157,41,63.35086667,0,0,1900526
126,146,F07,9,Seq1,Seq1_09DPH_F07,500,2501,150040,,468,582,22,0,290.0,0.0,20.3,96.0,8.22,,0.01222668739,0.006147398462,0.01372714859,0,0,0,0,0,18,0,0,0,0,560,18,0.0,5.00266666666667,150080,False,0.1904761905,0.5117663157,2,150080,08-14,400,0,0,0,0,0,0,0,0,0,37,41,45.71323333,0,0,1371397
127,147,F07,10,Seq1,Seq1_10DPH_F07,500,2501,150040,,150,157,4,0,253.0,0.0,20.3,113.0,8.22,,0.03503263717,0.07497903445,0.08275939042,0,0,0,0,0,0,0,0,0,0,153,0,,5.00266666666667,150080,False,0.09523809524,0.3007926038,1,150080,08-14,400,0,0,0,0,0,0,0,0,0,8,41,49.58413333,0,0,1487524
128,148,F07,11,Seq1,Seq1_11DPH_F07,500,2501,150040,,645,849,31,0,250.0,0.0,20.4,97.0,8.22,,0.01133201971,0.005885158349,0.01276908825,0,0,0,0,0,15,0,0,0,0,818,15,0.0,5.00266666666667,150080,False,0.3333333333,0.5773502692,2,150080,08-14,400,0,0,0,0,0,0,0,0,0,31,41,29.29756667,0,0,878927
129,149,F07,11,Seq2,Seq2_11DPH_F07,500,2501,150040,,681,924,37,0,250.0,0.0,20.4,97.0,8.22,,0.01133201971,0.005885158349,0.01276908825,0,1,0,0,0,19,1,0,0,0,887,20,0.0,5.00266666666667,150080,False,0.2380952381,0.5389584311,2,150080,08-14,400,0,0,0,0,0,0,0,0,0,36,41,20.20586667,0,0,606176
130,150,F07,12,Seq1,Seq1_12DPH_F07,500,2501,150040,,1058,2249,202,0,304.0,0.0,20.3,93.0,8.24,,0.01238719204,0.006577796888,0.01402532626,1,0,0,0,0,56,3,0,1,5,2047,65,0.06849315068,5.00266666666667,150080,False,1.238095238,3.048028246,14,150080,08-14,400,0,0,0,0,0,0,0,0,0,76,41,71.78346667,0,0,2153504
131,151,F08,10,Seq1,Seq1_10DPH_F08,500,2501,150040,,1598,2568,131,0,256.0,0.0,20.8,109.0,8.15,,,,,1,1,0,0,0,24,2,0,0,0,2437,26,0.0,5.00266666666667,150080,False,0.8571428571,0.9636241117,3,150080,08-14,400,0,0,0,0,0,0,0,0,0,31,61,55.41283333,0,0,1662385
132,152,F08,12,Seq1,Seq1_12DPH_F08,290,1451,87040,,449,1140,72,0,206.0,0.0,20.9,117.0,8.14,,0.003914252969,0.002189485192,0.004478707797,0,0,0,0,0,0,0,0,0,3,1068,3,1.0,5.00459770114943,87080,False,0.8571428571,1.824437291,8,87080,08-14,400,0,0,0,0,0,0,0,0,0,5,61,30.19229885,0,0,525346
133,153,F08,15,Seq1,Seq1_15DPH_F08,500,2501,150040,,575,703,28,0,246.0,2.9,20.7,114.0,8.1,,0.01063492715,0.005214230695,0.0118443979,0,0,0,0,0,9,0,0,0,10,675,19,0.5,5.00266666666667,150080,False,0.1904761905,0.4023739081,1,150080,15-20,400,0,0,0,0,0,0,0,0,0,84,61,10.9394,0,0,328182
134,154,F08,15,Seq2,Seq2_15DPH_F08,500,2501,150040,,523,644,37,0,246.0,2.9,20.7,114.0,8.1,,0.01063492715,0.005214230695,0.0118443979,0,0,0,0,0,6,1,0,0,23,607,30,0.7419354839,5.00266666666667,150080,False,0.04761904762,0.2182178902,1,150080,15-20,400,0,0,0,0,0,0,0,0,0,82,61,5.740566667,0,0,172217
135,155,F08,15,Seq3,Seq3_15DPH_F08,500,2501,150040,,612,717,26,0,246.0,2.9,20.7,114.0,8.1,,0.01063492715,0.005214230695,0.0118443979,0,0,0,0,0,8,0,0,0,20,691,28,0.7142857143,5.00266666666667,150080,False,0.2380952381,0.5389584311,2,150080,15-20,400,0,0,0,0,0,0,0,0,0,68,61,32.28923333,0,0,968677
136,156,F08,17,Seq1,Seq1_17DPH_F08,500,2501,150040,,219,259,14,0,289.0,11.7,21.3,88.0,8.04,,0.01715967284,0.02677276471,0.03336091711,0,0,0,0,0,0,0,0,0,0,245,0,,5.00266666666667,150080,False,0.09523809524,0.3007926038,1,150080,15-20,400,0,0,0,0,0,0,0,0,0,1,61,24.8806,0,0,746418
137,157,F08,17,Seq2,Seq2_17DPH_F08,500,2501,150040,,452,539,32,0,289.0,11.7,21.3,88.0,8.04,,0.01715967284,0.02677276471,0.03336091711,0,0,0,0,0,1,0,0,0,0,507,1,0.0,5.00266666666667,150080,False,0.2380952381,0.4364357805,1,150080,15-20,400,0,0,0,0,0,0,0,0,0,6,61,25.62963333,0,0,768889
138,158,F08,19,Seq1,Seq1_19DPH_F08,500,2501,150040,,374,435,42,0,320.0,15.0,21.4,89.0,8.09267653276279,,,,,0,0,0,0,0,1,0,0,0,0,393,1,0.0,5.00266666666667,150080,False,0.1428571429,0.3585685828,1,150080,15-20,400,0,0,0,0,0,0,0,0,0,6,61,38.69486667,0,0,1160846
139,159,F08,26,Seq1,Seq1_26DPH_F08,498,2491,149440,,191,221,16,0,0.0,66.15,21.2,88.0,8.15,,0.01495567732,0.007497603826,0.01672979676,0,0,0,0,0,3,0,0,0,0,205,3,0.0,5.00267737617135,149480,False,0.09523809524,0.3007926038,1,149480,26-30,400,0,0,0,0,0,0,0,0,0,4,61,20.05100402,0,0,599124
140,160,F08,26,Seq2,Seq2_26DPH_F08,500,2501,150040,,186,212,17,0,0.0,66.15,21.2,88.0,8.15,,0.01495567732,0.007497603826,0.01672979676,0,0,0,0,0,2,0,0,0,0,195,2,0.0,5.00266666666667,150080,False,0.1428571429,0.3585685828,1,150080,26-30,400,0,0,0,0,0,0,0,0,0,4,61,30.4032,0,0,912096
141,161,F08,29,Seq1,Seq1_29DPH_F08,500,2501,150040,,338,448,44,0,0.0,49.0,22.2,85.0,8.09,,0.01499171023,0.008336448833,0.01715364356,2,0,0,0,0,26,1,0,1,0,404,28,0.0,5.00266666666667,150080,False,0.2857142857,0.7837638128,3,150080,26-30,400,0,0,0,0,0,0,0,0,0,34,61,49.5347,0,0,1486041
142,162,F09,16,Seq1,Seq1_16DPH_F09,500,2501,150040,,82,86,3,0,264.0,6.9,20.7,110.0,8.12,,0.01355274533,0.005957838986,0.01480447759,0,0,0,0,0,0,0,0,0,0,83,0,,5.00266666666667,150080,True,0.0,0.0,0,150080,15-20,400,0,0,0,0,0,0,0,0,0,0,81,20.0077,0,0,600231
143,163,F09,16,Seq2,Seq2_16DPH_F09,500,2501,150040,,57,57,0,0,264.0,6.9,20.7,110.0,8.12,,0.01355274533,0.005957838986,0.01480447759,0,0,0,0,0,1,0,0,0,0,57,1,0.0,5.00266666666667,150080,True,0.04761904762,0.2182178902,1,150080,15-20,400,0,0,0,0,0,0,0,0,0,2,81,20.04473333,0,0,601342
144,164,F10,10,Seq1,Seq1_10DPH_F10,500,2501,150040,,605,838,48,0,246.0,0.0,19.6,101.0,8.18,,0.01311070901,0.009243809189,0.01604176733,0,8,0,0,0,20,9,0,0,13,790,42,0.3111111111,5.00266666666667,150080,True,0.5714285714,1.325572653,6,150080,08-14,400,0,0,0,0,0,0,0,0,0,43,101,46.641,0,0,1399230
145,165,F10,13,Seq1,Seq1_13DPH_F10,500,2501,150040,,146,164,10,0,290.0,0.0,20.4,94.0,8.14,,0.01143277996,0.005408883957,0.01264770007,1,0,0,0,0,1,1,0,0,0,154,2,0.0,5.00266666666667,150080,True,0.04761904762,0.2182178902,1,150080,08-14,400,0,0,0,0,0,0,0,0,0,3,101,41.6929,0,0,1250787
146,166,F10,14,Seq1,Seq1_14DPH_F10,500,2501,150040,,70,722,22,0,265.0,1.0,20.5,91.0,8.14,,0.0118256719,0.005918072296,0.01322383959,0,0,0,0,0,0,41,0,0,0,700,41,1.0,5.00266666666667,150080,True,0.0,0.0,0,150080,08-14,400,0,0,0,0,0,0,0,0,0,42,101,49.2544,0,0,1477632
147,167,F10,15,Seq1,Seq1_15DPH_F10,500,2501,150040,,130,737,1,0,230.0,2.3,20.4,93.0,8.24,,0.07099550404,0.07892690611,0.1091144837,0,0,0,0,0,1,1,0,0,0,54,2,0.0,6.94973333333333,208492,True,0.0,0.0,0,208492,15-20,400,0,0,0,0,0,0,0,0,0,3,101,48.30516667,0,0,1449155
148,168,F10,16,Seq1,Seq1_16DPH_F10,500,2501,150040,,147,151,3,0,218.0,6.0,20.6,92.0,8.23,,0.01368171508,0.009408558196,0.01660451389,0,0,0,0,0,0,0,0,0,0,148,0,,5.00266666666667,150080,True,0.09523809524,0.3007926038,1,150080,15-20,400,0,0,0,0,0,0,0,0,0,6,101,15.0016,0,0,450048
149,169,F10,16,Seq2,Seq2_16DPH_F10,500,2501,150040,,110,114,4,0,218.0,6.0,20.6,92.0,8.23,,0.01368171508,0.009408558196,0.01660451389,0,0,0,0,0,0,0,0,0,0,110,0,,5.00266666666667,150080,True,0.1428571429,0.3585685828,1,150080,15-20,400,0,0,0,0,0,0,0,0,0,9,101,34.2141,0,0,1026423
150,170,F10,17,Seq1,Seq1_17DPH_F10,500,2501,150040,,181,524,25,0,230.0,8.4,20.6,104.0,8.09267653276279,,0.01276820683,0.006699111219,0.01441890256,0,0,0,0,0,0,1,0,0,1,499,2,0.5,5.00266666666667,150080,True,0.04761904762,0.2182178902,1,150080,15-20,400,0,0,0,0,0,0,0,0,0,2,101,44.0263,0,0,1320789
151,171,F10,22,Seq1,Seq1_22DPH_F10,500,2501,150040,,774,1053,57,0,456.0,36.0,20.6,89.0,8.08,,0.01205733516,0.008958537597,0.01502113259,6,0,0,0,0,14,6,0,0,2,996,22,0.08695652174,5.00266666666667,150080,True,0.3333333333,0.6582805886,2,150080,21-25,400,0,0,0,0,0,0,0,0,0,46,101,51.69753333,0,0,1550926
152,172,F11,13,Seq1,Seq1_13DPH_F11,500,2501,150040,,120,138,6,0,293.0,0.0,20.4,98.0,8.14,,0.01449272706,0.007464177544,0.01630192797,0,1,0,0,0,3,1,0,0,0,132,4,0.0,5.00266666666667,150080,True,0.04761904762,0.2182178902,1,150080,08-14,400,0,0,0,0,0,0,0,0,0,5,81,49.6658,0,0,1489974
153,173,F11,15,Seq1,Seq1_15DPH_F11,500,2501,150040,,164,188,10,0,296.0,3.2,20.5,90.0,8.19,,0.01581091204,0.00750020572,0.01750587682,0,0,0,0,0,7,0,0,0,0,178,7,0.0,5.00266666666667,150080,True,0.1904761905,0.4023739081,1,150080,15-20,400,0,0,0,0,0,0,0,0,0,10,81,41.00713333,0,0,1230214
154,174,F11,15,Seq2,Seq2_15DPH_F11,500,2501,150040,,95,100,5,0,296.0,3.2,20.5,90.0,8.19,,0.01581091204,0.00750020572,0.01750587682,0,0,0,0,0,4,0,0,0,0,95,4,0.0,5.00266666666667,150080,True,0.09523809524,0.3007926038,1,150080,15-20,400,0,0,0,0,0,0,0,0,0,4,81,41.00713333,0,0,1230214
155,175,F11,19,Seq2,Seq2_19DPH_F11,500,2501,150040,,1034,1309,63,0,289.0,14.85,20.7,86.0,8.09267653276279,,,,,7,0,1,0,0,52,6,0,3,0,1246,61,0.0,5.00266666666667,150080,True,0.4761904762,0.7496030696,3,150080,15-20,400,0,0,0,0,0,0,0,0,0,65,81,21.08906667,0,0,632672
156,176,F11,26,Seq1,Seq1_26DPH_F11,500,2501,150040,,1589,2717,140,0,0.0,72.8,20.4,94.0,8.11,,,,,10,0,0,0,0,2,10,0,0,0,2577,12,0.0,5.00266666666667,150080,True,1.142857143,1.108409414,4,150080,26-30,400,0,0,0,0,0,0,0,0,0,20,81,14.1407,0,0,424221
157,177,F11,27,Seq2,Seq2_27DPH_F11,500,668,40060,,293,1442,205,0,0.0,79.8,20.4,77.0,8.09267653276279,,,,,8,0,0,0,0,56,9,0,0,26,2152,91,0.2857142857,5.00266666666667,150080,True,0.2857142857,0.4629100499,1,150080,26-30,400,0,0,0,0,0,0,0,0,0,108,81,5.1248,0,0,153744
158,178,F11,28,Seq1,Seq1_28DPH_F11,490,683,40960,,151,164,4,0,0.0,88.2,20.5,92.0,8.09267653276279,,,,,1,0,0,0,0,8,1,0,0,0,160,9,0.0,1.39455782312925,41000,True,0.1904761905,0.4023739081,1,41000,26-30,400,0,0,0,0,0,0,0,0,0,12,81,1.395068027,0,0,41015
159,179,F11,28,Seq2,Seq2_28DPH_F11,490,683,40960,,79,85,0,0,0.0,88.2,20.5,92.0,8.09267653276279,,,,,0,0,0,0,0,1,0,0,0,2,85,3,0.6666666667,1.39455782312925,41000,True,0.0,0.0,0,41000,26-30,400,0,0,0,0,0,0,0,0,0,5,81,1.395068027,0,0,41015
160,180,F11,28,Seq3,Seq3_28DPH_F11,490,683,40960,,253,318,8,0,0.0,88.2,20.5,92.0,8.09267653276279,,,,,3,0,0,0,0,25,3,0,0,1,310,29,0.03333333333,1.39455782312925,41000,True,0.5238095238,0.6796357568,2,41000,26-30,400,0,0,0,0,0,0,0,0,0,38,81,1.395068027,0,0,41015
161,181,F12,19,Seq1,Seq1_19DPH_F12,500,2501,150040,,1551,8352,1400,0,250.0,18.9,19.6,86.0,8.09267653276279,,,,,0,0,0,0,0,8,0,0,0,0,6952,8,0.0,5.00266666666667,150080,True,3.0,2.880972058,8,150080,15-20,400,0,0,0,0,0,0,0,0,0,12,101,20.02613333,0,0,600784
162,182,F12,24,Seq1,Seq1_24DPH_F12,500,2501,150040,,2501,55801,23757,0,0.0,58.8,19.7,82.0,8.0,,,,,0,0,0,0,0,14,0,0,0,0,32044,14,0.0,5.00266666666667,150080,True,12.23809524,2.233937374,16,150080,21-25,400,0,0,0,0,0,0,0,0,0,40,101,29.98913333,0,0,899674
